Unnamed: 0	scene_id	raw_text	characters	affective_prompt	only_speaker	origin_sent	sent_and_prompt	cOPN	labels	personality_description	sent	sentence1	sentence2
34	04_e06_c02(0) 	"[['Chandler', ' Hi. You guys have any wrapping paper?'], ['Phoebe', ' Oo! Is it for my birthday present?'], ['Chandler', ' Phebes, it was your birthday, like, months ago.'], ['Phoebe', "" Yeah, but remember you said you ordered something special, and it just hasn't come yet?""], ['Chandler', ' Well, I have a call in about that.'], ['Phoebe', "" 'Kay.""], ['Chandler', "" Actually, this is for Kathy's birthday. It's an early edition of her favorite book.""], ['Rachel', "" Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!""]]"	Chandler	The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, 	 Hi. You guys have any wrapping paper?,  Phebes, it was your birthday, like, months ago.,  Well, I have a call in about that.,  Actually, this is for Kathy's birthday. It's an early edition of her favorite book., ; 	Speaker :  Hi. You guys have any wrapping paper?, Others :  Oo! Is it for my birthday present?, Speaker :  Phebes, it was your birthday, like, months ago., Others :  Yeah, but remember you said you ordered something special, and it just hasn't come yet?, Speaker :  Well, I have a call in about that., Others :  'Kay., Speaker :  Actually, this is for Kathy's birthday. It's an early edition of her favorite book., Others :  Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!, ; 	Speaker :  Hi. You guys have any wrapping paper?, Others :  Oo! Is it for my birthday present?, Speaker :  Phebes, it was your birthday, like, months ago., Others :  Yeah, but remember you said you ordered something special, and it just hasn't come yet?, Speaker :  Well, I have a call in about that., Others :  'Kay., Speaker :  Actually, this is for Kathy's birthday. It's an early edition of her favorite book., Others :  Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!, ; The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, 	True	1	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Speaker :  Hi. You guys have any wrapping paper?, Others :  Oo! Is it for my birthday present?, Speaker :  Phebes, it was your birthday, like, months ago., Others :  Yeah, but remember you said you ordered something special, and it just hasn't come yet?, Speaker :  Well, I have a call in about that., Others :  'Kay., Speaker :  Actually, this is for Kathy's birthday. It's an early edition of her favorite book., Others :  Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!, ; 	Speaker :  Hi. You guys have any wrapping paper?, Others :  Oo! Is it for my birthday present?, Speaker :  Phebes, it was your birthday, like, months ago., Others :  Yeah, but remember you said you ordered something special, and it just hasn't come yet?, Speaker :  Well, I have a call in about that., Others :  'Kay., Speaker :  Actually, this is for Kathy's birthday. It's an early edition of her favorite book., Others :  Oh, The Velveteen Rabbit! Oh my God, when the boy's love makes the rabbit real!, ; The emotion of Chandler is initially neutral, the emotion of others is neutral, Chandler respond with neutral, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, Chandler respond with anger, the emotion of others is neutral, 	Chandler has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
35	04_e02_c04(0) 	"[['Monica', ' Hey!'], ['Rachel', "" Umm, when were you gonna tell me that you're going out with Chip Matthews?""], ['Monica', ' Now? Is it okay if I go out with Chip Matthews?'], ['Rachel', "" Nooo! It's not okay! I can't believe you would want to after what he did to me!""], ['Monica', ' What, that little thing at the prom?'], ['Rachel', "" Monica! I couldn't find him for two hours! He was having sex with Amy Welch!""], ['Monica', ' Come on, that was back in high school! How could that still bother you?']]"	Monica	The emotion of Monica is initially anger, the emotion of others is neutral, Monica respond with neutral, the emotion of others is neutral, Monica respond with neutral, the emotion of others is neutral, Monica respond with joy, 	 Hey!,  Now? Is it okay if I go out with Chip Matthews?,  What, that little thing at the prom?,  Come on, that was back in high school! How could that still bother you?, ; 	Speaker :  Hey!, Others :  Umm, when were you gonna tell me that you're going out with Chip Matthews?, Speaker :  Now? Is it okay if I go out with Chip Matthews?, Others :  Nooo! It's not okay! I can't believe you would want to after what he did to me!, Speaker :  What, that little thing at the prom?, Others :  Monica! I couldn't find him for two hours! He was having sex with Amy Welch!, Speaker :  Come on, that was back in high school! How could that still bother you?, ; 	Speaker :  Hey!, Others :  Umm, when were you gonna tell me that you're going out with Chip Matthews?, Speaker :  Now? Is it okay if I go out with Chip Matthews?, Others :  Nooo! It's not okay! I can't believe you would want to after what he did to me!, Speaker :  What, that little thing at the prom?, Others :  Monica! I couldn't find him for two hours! He was having sex with Amy Welch!, Speaker :  Come on, that was back in high school! How could that still bother you?, ; The emotion of Monica is initially anger, the emotion of others is neutral, Monica respond with neutral, the emotion of others is neutral, Monica respond with neutral, the emotion of others is neutral, Monica respond with joy, 	False	0	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Speaker :  Hey!, Others :  Umm, when were you gonna tell me that you're going out with Chip Matthews?, Speaker :  Now? Is it okay if I go out with Chip Matthews?, Others :  Nooo! It's not okay! I can't believe you would want to after what he did to me!, Speaker :  What, that little thing at the prom?, Others :  Monica! I couldn't find him for two hours! He was having sex with Amy Welch!, Speaker :  Come on, that was back in high school! How could that still bother you?, ; 	Speaker :  Hey!, Others :  Umm, when were you gonna tell me that you're going out with Chip Matthews?, Speaker :  Now? Is it okay if I go out with Chip Matthews?, Others :  Nooo! It's not okay! I can't believe you would want to after what he did to me!, Speaker :  What, that little thing at the prom?, Others :  Monica! I couldn't find him for two hours! He was having sex with Amy Welch!, Speaker :  Come on, that was back in high school! How could that still bother you?, ; The emotion of Monica is initially anger, the emotion of others is neutral, Monica respond with neutral, the emotion of others is neutral, Monica respond with neutral, the emotion of others is neutral, Monica respond with joy, 	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
36	03_e17_c03(0) 	"[['Ross', ' No, no, no, this weekend guys!'], ['Joey', "" It'll be great for next weekend. I mean, (in an Irish accent) it'll be grrreat.""], ['Ross', "" What's going on?""], ['Phoebe', "" Well, we were um, sorta invited to go skiing, y'know Rachel's sister's cabin. (Chandler goes back to the window to smoke again.)""]]"	Monica	First, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  No, no, no, this weekend guys!, Others :  It'll be great for next weekend. I mean, (in an Irish accent) it'll be grrreat., Others :  What's going on?, Others :  Well, we were um, sorta invited to go skiing, y'know Rachel's sister's cabin. (Chandler goes back to the window to smoke again.), ; 	Others :  No, no, no, this weekend guys!, Others :  It'll be great for next weekend. I mean, (in an Irish accent) it'll be grrreat., Others :  What's going on?, Others :  Well, we were um, sorta invited to go skiing, y'know Rachel's sister's cabin. (Chandler goes back to the window to smoke again.), ; First, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  No, no, no, this weekend guys!, Others :  It'll be great for next weekend. I mean, (in an Irish accent) it'll be grrreat., Others :  What's going on?, Others :  Well, we were um, sorta invited to go skiing, y'know Rachel's sister's cabin. (Chandler goes back to the window to smoke again.), ; 	Others :  No, no, no, this weekend guys!, Others :  It'll be great for next weekend. I mean, (in an Irish accent) it'll be grrreat., Others :  What's going on?, Others :  Well, we were um, sorta invited to go skiing, y'know Rachel's sister's cabin. (Chandler goes back to the window to smoke again.), ; First, the emotion of others is neutral, the emotion of others is anger, the emotion of others is neutral, the emotion of others is neutral, 	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
37	03_e01_c04(0) 	"[['Monica', ' I need to get some Richard.'], ['Rachel', ' Monica, you broke up with him for a reason.'], ['Monica', "" I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!""]]"	Joey	First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, 	; 	Others :  I need to get some Richard., Others :  Monica, you broke up with him for a reason., Others :  I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!, ; 	Others :  I need to get some Richard., Others :  Monica, you broke up with him for a reason., Others :  I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!, ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, 	True	1	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  I need to get some Richard., Others :  Monica, you broke up with him for a reason., Others :  I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!, ; 	Others :  I need to get some Richard., Others :  Monica, you broke up with him for a reason., Others :  I know, I know. I'm just so tired of-of missing him. I'm tired of wondering why hasn't he called. Why hasn't he called!, ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is joy, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
38	03_e02_c02(0) 	"[['Joey', "" What's a matter Ross? What you're nervous about your speech?""], ['Ross', ' No! Do you wanna hear it?'], ['Joey', ' Am I in it?'], ['Ross', ' Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey.'], ['Phoebe', ' (entering) Hello.']]"	Phoebe	First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, Phoebe respond with neutral, 	 (entering) Hello., ; 	Others :  What's a matter Ross? What you're nervous about your speech?, Others :  No! Do you wanna hear it?, Others :  Am I in it?, Others :  Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey., Speaker :  (entering) Hello., ; 	Others :  What's a matter Ross? What you're nervous about your speech?, Others :  No! Do you wanna hear it?, Others :  Am I in it?, Others :  Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey., Speaker :  (entering) Hello., ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, Phoebe respond with neutral, 	False	0	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  What's a matter Ross? What you're nervous about your speech?, Others :  No! Do you wanna hear it?, Others :  Am I in it?, Others :  Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey., Speaker :  (entering) Hello., ; 	Others :  What's a matter Ross? What you're nervous about your speech?, Others :  No! Do you wanna hear it?, Others :  Am I in it?, Others :  Uh, huh. Yeah, right after I thank everyone for giving money to the museum, I sing a song about the wonder that is Joey., Speaker :  (entering) Hello., ; First, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, Phoebe respond with neutral, 	Phoebe has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
39	01_e04_c02(0) 	"[['Phoebe Buffay', ' I got no sleep last night!'], ['Ross Geller', ' Why?'], ['Phoebe Buffay', "" My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!""], ['Monica Geller', ' Well, if you want, you can stay with Rachel and me tonight.'], ['Phoebe Buffay', ' Thanks.'], ['Joey Tribbiani', ' ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here.']]"	Joey Tribbiani	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, Joey respond with neutral, 	 ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here., ; 	Others :  I got no sleep last night!, Others :  Why?, Others :  My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!, Others :  Well, if you want, you can stay with Rachel and me tonight., Others :  Thanks., Speaker :  ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here., ; 	Others :  I got no sleep last night!, Others :  Why?, Others :  My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!, Others :  Well, if you want, you can stay with Rachel and me tonight., Others :  Thanks., Speaker :  ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, Joey respond with neutral, 	False	0	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  I got no sleep last night!, Others :  Why?, Others :  My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!, Others :  Well, if you want, you can stay with Rachel and me tonight., Others :  Thanks., Speaker :  ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here., ; 	Others :  I got no sleep last night!, Others :  Why?, Others :  My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!, Others :  Well, if you want, you can stay with Rachel and me tonight., Others :  Thanks., Speaker :  ...Ninety-five, ninety-six, ninety-seven. See, I told you! Less than a hundred steps from our place to here., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, Joey respond with neutral, 	Joey has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
40	02_e02_c11(0) 	"[['Monica Geller', "" I don't know what else to say.""], ['Rachel Green', "" Well that works out good, because I'm not listening.""], ['Monica Geller', ' I feel terrible, I really do.'], ['Rachel Green', "" Oh, I'm sorry, did my back hurt your knife?""], ['Monica Geller', "" Rachel, (they go back inside) say that I'm friends with her, we spend some time together. Is that so terrible?""]]"	Rachel Green	First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is anger, Rachel respond with neutral, the emotion of others is neutral, 	 Well that works out good, because I'm not listening.,  Oh, I'm sorry, did my back hurt your knife?, ; 	Others :  I don't know what else to say., Speaker :  Well that works out good, because I'm not listening., Others :  I feel terrible, I really do., Speaker :  Oh, I'm sorry, did my back hurt your knife?, Others :  Rachel, (they go back inside) say that I'm friends with her, we spend some time together. Is that so terrible?, ; 	Others :  I don't know what else to say., Speaker :  Well that works out good, because I'm not listening., Others :  I feel terrible, I really do., Speaker :  Oh, I'm sorry, did my back hurt your knife?, Others :  Rachel, (they go back inside) say that I'm friends with her, we spend some time together. Is that so terrible?, ; First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is anger, Rachel respond with neutral, the emotion of others is neutral, 	True	1	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  I don't know what else to say., Speaker :  Well that works out good, because I'm not listening., Others :  I feel terrible, I really do., Speaker :  Oh, I'm sorry, did my back hurt your knife?, Others :  Rachel, (they go back inside) say that I'm friends with her, we spend some time together. Is that so terrible?, ; 	Others :  I don't know what else to say., Speaker :  Well that works out good, because I'm not listening., Others :  I feel terrible, I really do., Speaker :  Oh, I'm sorry, did my back hurt your knife?, Others :  Rachel, (they go back inside) say that I'm friends with her, we spend some time together. Is that so terrible?, ; First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is anger, Rachel respond with neutral, the emotion of others is neutral, 	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
41	02_e23_c03(0) 	"[['Chandler Bing', "" Hey, look Joey, I'm just saying if you need something to hold you over, I can get you a job right here as an entry level processor.""], ['Joey Tribbiani', "" But don't you need experience for a job like that?""], ['Chandler Bing', "" It's not that hard to learn. And as for people realizing you have no idea what you're doing, hey, you're an actor. Act like a processor, people will think you're a processor.""]]"	Scott Alexander	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Hey, look Joey, I'm just saying if you need something to hold you over, I can get you a job right here as an entry level processor., Others :  But don't you need experience for a job like that?, Others :  It's not that hard to learn. And as for people realizing you have no idea what you're doing, hey, you're an actor. Act like a processor, people will think you're a processor., ; 	Others :  Hey, look Joey, I'm just saying if you need something to hold you over, I can get you a job right here as an entry level processor., Others :  But don't you need experience for a job like that?, Others :  It's not that hard to learn. And as for people realizing you have no idea what you're doing, hey, you're an actor. Act like a processor, people will think you're a processor., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Scott has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Hey, look Joey, I'm just saying if you need something to hold you over, I can get you a job right here as an entry level processor., Others :  But don't you need experience for a job like that?, Others :  It's not that hard to learn. And as for people realizing you have no idea what you're doing, hey, you're an actor. Act like a processor, people will think you're a processor., ; 	Others :  Hey, look Joey, I'm just saying if you need something to hold you over, I can get you a job right here as an entry level processor., Others :  But don't you need experience for a job like that?, Others :  It's not that hard to learn. And as for people realizing you have no idea what you're doing, hey, you're an actor. Act like a processor, people will think you're a processor., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Scott has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
42	04_e10_c13(0) 	"[['Monica', ' I need more swordfish. (to one of the assistant chefs) Can you get me some more swordfish?'], ['Kitchen Worker', "" I don't speak English.""], ['Monica', ' You did a minute ago!'], ['Kitchen Worker', "" Well, I don't know what to tell ya!""], ['Monica', ' Fine!'], ['Monica', "" Okay! Very funny! Somebody let me out please?! Come on, I'm cold! (She spills something.) And covered in marinara sauce! Come on! Let me out! (the door opens)""], ['The Waiter', ' You found that handle, did ya?']]"	Monica	The emotion of Monica is initially neutral, the emotion of others is joy, Monica respond with neutral, the emotion of others is neutral, Monica respond with neutral, Monica respond with neutral, the emotion of others is neutral, 	 I need more swordfish. (to one of the assistant chefs) Can you get me some more swordfish?,  You did a minute ago!,  Fine!,  Okay! Very funny! Somebody let me out please?! Come on, I'm cold! (She spills something.) And covered in marinara sauce! Come on! Let me out! (the door opens), ; 	Speaker :  I need more swordfish. (to one of the assistant chefs) Can you get me some more swordfish?, Others :  I don't speak English., Speaker :  You did a minute ago!, Others :  Well, I don't know what to tell ya!, Speaker :  Fine!, Speaker :  Okay! Very funny! Somebody let me out please?! Come on, I'm cold! (She spills something.) And covered in marinara sauce! Come on! Let me out! (the door opens), Others :  You found that handle, did ya?, ; 	Speaker :  I need more swordfish. (to one of the assistant chefs) Can you get me some more swordfish?, Others :  I don't speak English., Speaker :  You did a minute ago!, Others :  Well, I don't know what to tell ya!, Speaker :  Fine!, Speaker :  Okay! Very funny! Somebody let me out please?! Come on, I'm cold! (She spills something.) And covered in marinara sauce! Come on! Let me out! (the door opens), Others :  You found that handle, did ya?, ; The emotion of Monica is initially neutral, the emotion of others is joy, Monica respond with neutral, the emotion of others is neutral, Monica respond with neutral, Monica respond with neutral, the emotion of others is neutral, 	True	1	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Speaker :  I need more swordfish. (to one of the assistant chefs) Can you get me some more swordfish?, Others :  I don't speak English., Speaker :  You did a minute ago!, Others :  Well, I don't know what to tell ya!, Speaker :  Fine!, Speaker :  Okay! Very funny! Somebody let me out please?! Come on, I'm cold! (She spills something.) And covered in marinara sauce! Come on! Let me out! (the door opens), Others :  You found that handle, did ya?, ; 	Speaker :  I need more swordfish. (to one of the assistant chefs) Can you get me some more swordfish?, Others :  I don't speak English., Speaker :  You did a minute ago!, Others :  Well, I don't know what to tell ya!, Speaker :  Fine!, Speaker :  Okay! Very funny! Somebody let me out please?! Come on, I'm cold! (She spills something.) And covered in marinara sauce! Come on! Let me out! (the door opens), Others :  You found that handle, did ya?, ; The emotion of Monica is initially neutral, the emotion of others is joy, Monica respond with neutral, the emotion of others is neutral, Monica respond with neutral, Monica respond with neutral, the emotion of others is neutral, 	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
43	04_e19_c05(1) 	[['Chandler', ' Why are you screaming and hugging?'], ['Monica', ' Because we won our apartment back!'], ['Joey', ' What? Ace is high! Jack, queen, king, ace!'], ['Monica', ' No! Ace is low! Ace, two, three, four!']]	Rachel	First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  Why are you screaming and hugging?, Others :  Because we won our apartment back!, Others :  What? Ace is high! Jack, queen, king, ace!, Others :  No! Ace is low! Ace, two, three, four!, ; 	Others :  Why are you screaming and hugging?, Others :  Because we won our apartment back!, Others :  What? Ace is high! Jack, queen, king, ace!, Others :  No! Ace is low! Ace, two, three, four!, ; First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Why are you screaming and hugging?, Others :  Because we won our apartment back!, Others :  What? Ace is high! Jack, queen, king, ace!, Others :  No! Ace is low! Ace, two, three, four!, ; 	Others :  Why are you screaming and hugging?, Others :  Because we won our apartment back!, Others :  What? Ace is high! Jack, queen, king, ace!, Others :  No! Ace is low! Ace, two, three, four!, ; First, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, 	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
44	02_e15_c02(0) 	"[['Phoebe Buffay', "" I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up.""], ['Chandler Bing', ' Well they were chair-shaped cows. They never would have survived in the wild.'], ['Ross Geller', ' This screen is amazing, I mean Dick Van Dyke is practically life-size.'], ['All', ' Woah!'], ['Monica Geller', "" Rose Marie really belongs on a smaller screen, doesn't she? [Rachel enters]""], ['Rachel Green', ' Hi you guys.'], ['All', ' Hey.'], ['Rachel Green', ' Hey you.']]"	Rachel Green	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, Rachel respond with joy, 	 Hi you guys.,  Hey you., ; 	Others :  I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up., Others :  Well they were chair-shaped cows. They never would have survived in the wild., Others :  This screen is amazing, I mean Dick Van Dyke is practically life-size., Others :  Woah!, Others :  Rose Marie really belongs on a smaller screen, doesn't she? [Rachel enters], Speaker :  Hi you guys., Others :  Hey., Speaker :  Hey you., ; 	Others :  I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up., Others :  Well they were chair-shaped cows. They never would have survived in the wild., Others :  This screen is amazing, I mean Dick Van Dyke is practically life-size., Others :  Woah!, Others :  Rose Marie really belongs on a smaller screen, doesn't she? [Rachel enters], Speaker :  Hi you guys., Others :  Hey., Speaker :  Hey you., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, Rachel respond with joy, 	True	1	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up., Others :  Well they were chair-shaped cows. They never would have survived in the wild., Others :  This screen is amazing, I mean Dick Van Dyke is practically life-size., Others :  Woah!, Others :  Rose Marie really belongs on a smaller screen, doesn't she? [Rachel enters], Speaker :  Hi you guys., Others :  Hey., Speaker :  Hey you., ; 	Others :  I can't believe two cows made the ultimate sacrifice so you guys could watch TV with your feet up., Others :  Well they were chair-shaped cows. They never would have survived in the wild., Others :  This screen is amazing, I mean Dick Van Dyke is practically life-size., Others :  Woah!, Others :  Rose Marie really belongs on a smaller screen, doesn't she? [Rachel enters], Speaker :  Hi you guys., Others :  Hey., Speaker :  Hey you., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, Rachel respond with joy, 	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
45	01_e14_c02(0) 	[['Monica Geller', ' You can not do this.'], ['Rachel Green', ' Do what, do what?'], ['Monica Geller', ' Roger wants to take her out tomorrow night.']]	Rachel Green	First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, 	 Do what, do what?, ; 	Others :  You can not do this., Speaker :  Do what, do what?, Others :  Roger wants to take her out tomorrow night., ; 	Others :  You can not do this., Speaker :  Do what, do what?, Others :  Roger wants to take her out tomorrow night., ; First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, 	False	0	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  You can not do this., Speaker :  Do what, do what?, Others :  Roger wants to take her out tomorrow night., ; 	Others :  You can not do this., Speaker :  Do what, do what?, Others :  Roger wants to take her out tomorrow night., ; First, the emotion of others is neutral, Rachel respond with neutral, the emotion of others is neutral, 	Rachel has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
46	01_e05_c03(0) 	"[['Joey Tribbiani', "" Monica, I'm tellin' you, this guy is perfect for you.""], ['Monica Geller', ' Forget it. Not after your cousin who could belch the alphabet.']]"	Monica Geller	First, the emotion of others is neutral, Monica respond with neutral, 	 Forget it. Not after your cousin who could belch the alphabet., ; 	Others :  Monica, I'm tellin' you, this guy is perfect for you., Speaker :  Forget it. Not after your cousin who could belch the alphabet., ; 	Others :  Monica, I'm tellin' you, this guy is perfect for you., Speaker :  Forget it. Not after your cousin who could belch the alphabet., ; First, the emotion of others is neutral, Monica respond with neutral, 	True	1	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.	Others :  Monica, I'm tellin' you, this guy is perfect for you., Speaker :  Forget it. Not after your cousin who could belch the alphabet., ; 	Others :  Monica, I'm tellin' you, this guy is perfect for you., Speaker :  Forget it. Not after your cousin who could belch the alphabet., ; First, the emotion of others is neutral, Monica respond with neutral, 	Monica has curiosity, open-mindedness, creativity, tolerance, emotional expressiveness, and willingness to embrace new experiences and ideas.
